Última atualização: 11/09/2020;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Código OACI;CIAD;Nome;Município;UF;Longitude;Latitude;Operação;Rampa de Aproximação;Formato da Área de Pouso;Dimensões;Resistência;Superfície;Validade do Registro;Portaria de Registro;Link
SSOB;SP0765;Flamboyant;INDAIATUBA;São Paulo;"047°10'04,0""O";"23°02'56,0""S";VFR Diurna/Noturna;29;Quadrado;24m x 24m;t;Concreto;24/09/2023;PA2013-2467;https://pergamum.anac.gov.br/arquivos/PA2013-2467.pdf
SDZY;PE0061;Costa de Guadalupe;SIRINHAÉM;Pernambuco;"035°05'20,0""O";"08°41'17,0""S";VFR Diurna/Noturna;12;Quadrado;20m x 20m;t;Concreto;;;
SNJZ;RJ0129;Joatinga;RIO DE JANEIRO;Rio de Janeiro;"043°17'44,0""O";"23°00'56,0""S";VFR Diurna/Noturna;11;Quadrado;18m x 18m;t;Grama;01/03/2026;PA2016-0440;https://pergamum.anac.gov.br/arquivos/PA2016-0440.pdf
SJUK;RJ0176;JEQUITIBÁ;RIO DE JANEIRO;Rio de Janeiro;"043°17'35,0""O";"22°58'06,0""S";VFR Diurna;3;Quadrado;20m x 20m;t;Aço;;;
SSOR;BA0246;Ages Jacobina;JACOBINA;Bahia;"040°34'28,9""O";"11°09'24,1""S";VFR Diurna/Noturna;13;Quadrado;21m x 21m;t;Concreto;;;
SNGU;MG0313;Grupo Petrópolis Uberaba;UBERABA;Minas Gerais;"047°53'07,7""O";"19°50'16,4""S";VFR Diurna/Noturna;26;Quadrado;21m x 21m;t;Concreto;;;
SIYP;AL0021;Empresarial Delman;MACEIÓ;Alagoas;"035°43'07,0""O";"09°40'26,0""S";VFR Diurna/Noturna;19;Quadrado;19,5m x 19,5m;t;Concreto;;;
SNRG;RJ0133;Furnas Centrais Elétricas S/A;RIO DE JANEIRO;Rio de Janeiro;"043°11'28,0""O";"22°57'19,0""S";VFR Diurna/Noturna;9 27;Quadrado;18m x 18m;5t;Concreto;24/01/2021;PA2011-0110;https://pergamum.anac.gov.br/arquivos/PA2011-0110.pdf
SSOV;SP0766;Icon Alphaville;BARUERI;São Paulo;"046°50'53,0""O";"23°29'34,0""S";VFR Diurna/Noturna;26;Quadrado;21m x 21m;t;Metálico;07/11/2024;PA2014-2631;https://pergamum.anac.gov.br/arquivos/PA2014-2631.pdf
SSPQ;SP0768;Hospital da Polícia Militar;SÃO PAULO;São Paulo;"046°37'10,0""O";"23°28'13,0""S";VFR Diurna/Noturna;11;Quadrado;24m x 24m;t;Concreto;05/09/2027;PA2017-2987;https://pergamum.anac.gov.br/arquivos/PA2017-2987.pdf
SSQE;SP0770;TV Mundial I;SÃO PAULO;São Paulo;"046°42'30,0""O";"23°34'05,0""S";VFR Diurna/Noturna;7;Quadrado;18m x 18m;t;Concreto;13/02/2023;PA2013-0390;https://pergamum.anac.gov.br/arquivos/PA2013-0390.pdf
SJQW;RS0108;Warna Roos;SANTA BÁRBARA DO SUL;Rio Grande do Sul;"053°13'00,0""O";"28°10'52,0""S";VFR Diurna;35;Quadrado;20m x 20m;2,8t;Grama;20/06/2021;PA2011-1192;https://pergamum.anac.gov.br/arquivos/PA2011-1192.pdf
SSQV;SP0771;UNICID - Universidade Cidade de São Paulo;SÃO PAULO;São Paulo;"046°33'34,0""O";"23°32'10,0""S";VFR Diurna/Noturna;10 28;Quadrado;19m x 19m;t;Concreto;29/05/2023;PA2013-1392;https://pergamum.anac.gov.br/arquivos/PA2013-1392.pdf
SSQY;SP0774;Centro Empresarial de São Paulo;SÃO PAULO;São Paulo;"046°43'40,0""O";"23°39'04,0""S";VFR Diurna/Noturna;3 20;Quadrado;21m x 21m;t;Concreto;11/07/2022;PA2014-3142;https://pergamum.anac.gov.br/arquivos/PA2014-3142.pdf
SSRD;SP0775;Restaurante Dalmo;GUARUJÁ;São Paulo;"046°11'25,0""O";"23°54'15,0""S";VFR Diurna;12;Quadrado;19,65m x 19,65m;t;Concreto;30/01/2023;PA2013-0273;https://pergamum.anac.gov.br/arquivos/PA2013-0273.pdf
SSRQ;SP0776;Reik;GUARUJÁ;São Paulo;"046°10'57""O";"23°57'38,0""S";VFR Diurna;31;Quadrado;18m x 18m;t;Grama;16/01/2023;PA2013-0110;https://pergamum.anac.gov.br/arquivos/PA2013-0110.pdf
SSRT;SP0777;Sítio Rosa Mística;MATÃO;São Paulo;"048°30'16,0""O";"21°32'13,0""S";VFR Diurna/Noturna;9;Quadrado;18m x 18m;t;Concreto;07/12/2027;PA2017-3935;https://pergamum.anac.gov.br/arquivos/PA2017-3935.pdf
SSUB;SP0779;HBR;OSASCO;São Paulo;"046°46'52,0""O";"23°28'43,0""S";VFR Diurna/Noturna;30;Quadrado;24m x 24m;t;Concreto;22/11/2023;PA2013-2998;https://pergamum.anac.gov.br/arquivos/PA2013-2998.pdf
SSUJ;SP0782;Estrada do Iate Clube;MAIRINQUE;São Paulo;"047°15'47,0""O";"23°36'26,0""S";VFR Diurna/Noturna;13;Quadrado;20m x 20m;2,25t;Concreto;08/04/2021;PA2011-0677;https://pergamum.anac.gov.br/arquivos/PA2011-0677.pdf
SSUN;SP0783;Terminal Petrobrás de Guarulhos;GUARULHOS;São Paulo;"046°26'50,0""O";"23°28'14,0""S";VFR Diurna;4;Quadrado;19,5m x 19,5m;t;Concreto;11/02/2025;PA2014-0325;https://pergamum.anac.gov.br/arquivos/PA2014-0325.pdf
SSUU;SP0785;Colombo II;PALESTINA;São Paulo;"049°36'49,0""O";"20°12'45,0""S";VFR Diurna;7;Quadrado;13,5m x 13,5m;t;Concreto;10/06/2023;PA2013-1479;https://pergamum.anac.gov.br/arquivos/PA2013-1479.pdf
SSVH;SP0786;Henri Dunant;SÃO PAULO;São Paulo;"046°41'55,0""O";"23°37'38,0""S";VFR Diurna/Noturna;33;Quadrado;24m x 24m;t;Concreto;27/09/2027;PA2017-3169;https://pergamum.anac.gov.br/arquivos/PA2017-3169.pdf
SSVZ;SP0787;Autovias;RIBEIRÃO PRETO;São Paulo;"047°45'18""O";"21°09'48,0""S";VFR Diurna/Noturna;11;Quadrado;22,65m x 22,65m;t;Concreto;19/02/2025;PA2015-0411;https://pergamum.anac.gov.br/arquivos/PA2015-0411.pdf
SSWD;SP0788;Plaza II;SÃO PAULO;São Paulo;"046°41'46,0""O";"23°36'40,0""S";VFR Diurna/Noturna;4;Quadrado;20,5m x 20,5m;t;Concreto;08/04/2021;PA2015-2221;https://pergamum.anac.gov.br/arquivos/PA2015-2221.pdf
SSXL;SP0790;Chendel;ATIBAIA;São Paulo;"046°34'30""O";"23°09'55,0""S";VFR Diurna/Noturna;26;Quadrado;21m x 21m;t;Concreto;28/12/2025;PA2015-3440;https://pergamum.anac.gov.br/arquivos/PA2015-3440.pdf
SSXE;SP0856;Monumental Business;SÃO CAETANO DO SUL;São Paulo;"046°34'09,4""O";"23°36'52,7""S";VFR Diurna/Noturna;9 36;Quadrado;19,5m x 19,5m;t;Concreto;;;
SJST;PR0125;Umbará Energy;CURITIBA;Paraná;"049°17'37,0""O";"25°36'15,0""S";IFR Diurna;7 34;Circular;m x 18m;3t;Concreto;19/03/2023;PA2013-0718;https://pergamum.anac.gov.br/arquivos/PA2013-0718.pdf
SDXN;SC0046;Parada Havan;BARRA VELHA;Santa Catarina;"048°42'02,1""O";"26°38'03,6""S";VFR Diurna/Noturna;2;Quadrado;20m x 20m;t;Concreto;11/07/2022;PA2012-1395;https://pergamum.anac.gov.br/arquivos/PA2012-1395.pdf
SJHY;MG0296;Hospital da UNIMED Betim;BETIM;Minas Gerais;"044°10'14,0""O";"19°57'31,0""S";VFR Diurna/Noturna;5 26;Quadrado;20m x 20m;t;Concreto;;;
SSQN;CE0072;BS Design;FORTALEZA;Ceará;"038°29'58,0""O";"03°44'15,0""S";VFR Diurna/Noturna;36;Quadrado;22m x 22m;t;Concreto;;;
SSCG;RJ0188;Orla 62;ANGRA DOS REIS;Rio de Janeiro;"044°11'45,5""O";"23°02'18,7""S";VFR Diurna;7;Quadrado;18m x 18m;t;Concreto;;;
SWHC;RS0126;Caracol;CANELA;Rio Grande do Sul;"050°51'06,8""O";"29°19'02,2""S";VFR Diurna;34;Quadrado;18m x 18m;t;Concreto;;;
SSYH;SP0791;Hospital Autódromo José Carlos Pace;SÃO PAULO;São Paulo;"046°41'43,0""O";"23°42'00,0""S";VFR Diurna/Noturna;20;Quadrado;19,5m x 19,5m;t;Concreto;13/11/2022;PA2012-2426;https://pergamum.anac.gov.br/arquivos/PA2012-2426.pdf
SSZE;SP0792;Banco Sofisa;SÃO PAULO;São Paulo;"046°39'21,0""O";"23°33'46,0""S";VFR Diurna/Noturna;4 13;Quadrado;18m x 18m;t;Concreto;16/09/2021;PA2011-1768;https://pergamum.anac.gov.br/arquivos/PA2011-1768.pdf
SSZJ;SP0793;Semp Toshiba Jordanésia;CAJAMAR;São Paulo;"046°50'14,0""O";"23°19'54,0""S";VFR Diurna/Noturna;32;Quadrado;20m x 20m;t;Grama;26/07/2022;PA2012-1502;https://pergamum.anac.gov.br/arquivos/PA2012-1502.pdf
SWAB;SP0794;Bradesco Previdência;BARUERI;São Paulo;"046°51'24,0""O";"23°29'12,0""S";VFR Diurna/Noturna;13;Quadrado;24m x 24m;t;Concreto;02/03/2025;PA2015-0507;https://pergamum.anac.gov.br/arquivos/PA2015-0507.pdf
SWCK;SP0795;WEST CORP;BARUERI;São Paulo;"046°51'04,0""O";"23°30'06,0""S";VFR Diurna/Noturna;6 27;Quadrado;24m x 24m;t;Concreto;24/01/2028;PA2018-0100;https://pergamum.anac.gov.br/arquivos/PA2018-0100.pdf
SWDE;SP0796;Parque Dom Pedro;CAMPINAS;São Paulo;"047°03'58,0""O";"22°50'11,0""S";VFR Diurna;18;Quadrado;21,45m x 21,45m;t;Asfalto;23/03/2025;PA2015-0705;https://pergamum.anac.gov.br/arquivos/PA2015-0705.pdf
SWDK;SP0798;Thobias Landim;GUAÍRA;São Paulo;"048°18'09,0""O";"20°19'36,0""S";VFR Diurna;27;Quadrado;21m x 21m;t;Concreto;13/05/2025;PA2015-1117;https://pergamum.anac.gov.br/arquivos/PA2015-1117.pdf
SWHB;SP0806;Hyundai Piracicaba;PIRACICABA;São Paulo;"047°36'10,3""O";"22°40'58,3""S";VFR Diurna;9;Quadrado;39m x 39m;t;Concreto;06/11/2028;PA2018-3294;https://pergamum.anac.gov.br/arquivos/PA2018-3294.pdf
SWHE;SP0807;Santa Helena;VOTORANTIM;São Paulo;"047°26'28,0""O";"23°35'53,0""S";VFR Diurna;7 25;Quadrado;19,6m x 19,6m;t;Concreto;16/10/2022;PA2012-2166;https://pergamum.anac.gov.br/arquivos/PA2012-2166.pdf
SWDO;SP0799;Hotel da Fazenda Dona Carolina;ITATIBA;São Paulo;"046°42'03,0""O";"22°56'28,0""S";VFR Diurna;13;Quadrado;16m x 16m;t;Grama;06/11/2024;PA2014-2617;https://pergamum.anac.gov.br/arquivos/PA2014-2617.pdf
SWDP;SP0800;Haras da Mata;CESÁRIO LANGE;São Paulo;"047°55'27,0""O";"23°10'30,0""S";VFR Diurna/Noturna;25;Quadrado;21m x 21m;t;Concreto;22/05/2025;PA2015-1225;https://pergamum.anac.gov.br/arquivos/PA2015-1225.pdf
SWDZ;SP0801;Heliponto do Zé;RIBEIRÃO PRETO;São Paulo;"047°47'03,0""O";"21°13'48,0""S";VFR Diurna/Noturna;26;Quadrado;18m x 18m;t;Concreto;13/09/2022;PA2012-1816;https://pergamum.anac.gov.br/arquivos/PA2012-1816.pdf
SWEG;SP0802;Engevix;BARUERI;São Paulo;"046°49'39,9""O";"23°30'08,9""S";VFR Diurna/Noturna;34;Quadrado;24m x 24m;t;Concreto;17/10/2022;PA2013-1289;https://pergamum.anac.gov.br/arquivos/PA2013-1289.pdf
SWFS;SP0803;Fazenda São Francisco;MOGI MIRIM;São Paulo;"047°00'32,0""O";"22°22'58,0""S";VFR Diurna/Noturna;10;Quadrado;24m x 24m;t;Grama;15/05/2023;PA2013-1211;https://pergamum.anac.gov.br/arquivos/PA2013-1211.pdf
SDHL;RJ0041;Lagoa;RIO DE JANEIRO;Rio de Janeiro;"043°12'59,0""O";"22°58'29,0""S";VFR Diurna/Noturna;25 33;Quadrado;18m x 18m;t;Concreto;29/11/2022;PA2012-2590;https://pergamum.anac.gov.br/arquivos/PA2012-2590.pdf
SWGM;SP0804;Panco Guararema;GUARAREMA;São Paulo;"046°08'36,8""O";"23°20'13,3""S";VFR Diurna/Noturna;10 25;Quadrado;21m x 21m;t;Concreto;28/11/2024;PA2014-2844;https://pergamum.anac.gov.br/arquivos/PA2014-2844.pdf
SWCW;MG0301;Ycambi Ranch;CARATINGA;Minas Gerais;"042°07'55,0""O";"19°43'05,0""S";VFR Diurna;11;Quadrado;19,6m x 19,6m;t;Concreto;;;
SSFF;SC0089;Pitangueira;AGROLÂNDIA;Santa Catarina;"049°49'51,0""O";"27°22'34,0""S";VFR Diurna/Noturna;20;Quadrado;18m x 18m;t;Concreto;19/11/2022;PA2012-2495;https://pergamum.anac.gov.br/arquivos/PA2012-2495.pdf
SWSW;DF0020;Toca PCDF;BRASÍLIA;Distrito Federal;"047°54'47,0""O";"15°46'47,0""S";VFR Diurna/Noturna;12 30;Retangular;19,5m x 26m;t;Concreto;13/02/2023;PA2013-0387;https://pergamum.anac.gov.br/arquivos/PA2013-0387.pdf
SIGU;SP0496;Iguatemi Ribeirão Preto;RIBEIRÃO PRETO;São Paulo;"047°50'13,0""O";"21°13'32,0""S";VFR Diurna/Noturna;1 22;Quadrado;21m x 21m;t;Concreto;14/02/2028;PA2018-0355;https://pergamum.anac.gov.br/arquivos/PA2018-0355.pdf
SIER;SP0485;Cosan;PIRACICABA;São Paulo;"047°41'13,0""O";"22°37'58,6""S";VFR Diurna/Noturna;7;Quadrado;21,45m x 21,45m;t;Concreto;15/01/2025;PA2019-1486;https://pergamum.anac.gov.br/arquivos/PA2019-1486.pdf
SWDH;SP0797;Damha Golfe;SÃO CARLOS;São Paulo;"047°53'53,0""O";"21°57'04,0""S";VFR Diurna;10 28;Circular;m x 24m;15t;Concreto;;;
SDOJ;RJ0338;Ecobalsa / Flyone;RIO DE JANEIRO;Rio de Janeiro;"043°22'40,0""O";"23°00'40,0""S";VFR Diurna/Noturna;11;Quadrado;24m x 24m;t;Grama;;;
SWGR;SP0805;Urbanova;SÃO JOSÉ DOS CAMPOS;São Paulo;"045°55'57""O";"23°11'03,0""S";VFR Diurna/Noturna;28;Quadrado;20,25m x 20,25m;t;Concreto;09/05/2022;PA2012-0873;https://pergamum.anac.gov.br/arquivos/PA2012-0873.pdf
SWHH;SP0808;Banco Santander ;SÃO PAULO;São Paulo;"046°41'27,0""O";"23°35'27,0""S";VFR Diurna/Noturna;5 20;Quadrado;21m x 21m;t;Concreto;19/10/2021;PA2018-2150;https://pergamum.anac.gov.br/arquivos/PA2018-2150.pdf
SWHI;SP0809;Gold Meat;CAJURU;São Paulo;"047°18'42,0""O";"21°15'54,0""S";VFR Diurna/Noturna;12;Quadrado;19,5m x 19,5m;t;Metálico;15/01/2025;PA2015-0076;https://pergamum.anac.gov.br/arquivos/PA2015-0076.pdf
SWHK;SP0810;Hbuster;COTIA;São Paulo;"046°53'06""O";"23°37'08,0""S";VFR Diurna/Noturna;12;Quadrado;30m x 30m;9,3t;Concreto;22/11/2021;PA2011-2248;https://pergamum.anac.gov.br/arquivos/PA2011-2248.pdf
SWHW;SP0811;Helbor Tower;MOGI DAS CRUZES;São Paulo;"046°11'47,0""O";"23°31'25,0""S";VFR Diurna;10;Quadrado;19,5m x 19,5m;t;Concreto;23/07/2023;PA2013-1888;https://pergamum.anac.gov.br/arquivos/PA2013-1888.pdf
SWHX;SP0812;Conjunto Hospitalar do Mandaqui;SÃO PAULO;São Paulo;"046°37'50,0""O";"23°29'06,0""S";VFR Diurna/Noturna;16 34;Quadrado;21m x 21m;t;Concreto;06/03/2023;PA2013-0564;https://pergamum.anac.gov.br/arquivos/PA2013-0564.pdf
SWID;SP0813;Itaú - Data Center Mogi Mirim;MOGI MIRIM;São Paulo;"046°58'28,0""O";"22°29'27,0""S";VFR Diurna/Noturna;2;Quadrado;24m x 24m;t;Concreto;;;
SWKD;SP0814;Portal do Japy;CABREÚVA;São Paulo;"047°02'28,0""O";"23°15'26,0""S";VFR Diurna/Noturna;26;Quadrado;21m x 21m;t;Concreto;01/07/2023;PA2013-1658;https://pergamum.anac.gov.br/arquivos/PA2013-1658.pdf
SWKM;SP0815;Castelo Branco Office Park - Torre II;BARUERI;São Paulo;"046°50'15""O";"23°30'19,0""S";VFR Diurna/Noturna;24;Quadrado;21m x 21m;t;Concreto;03/05/2022;PA2012-0825;https://pergamum.anac.gov.br/arquivos/PA2012-0825.pdf
SWND;SP0818;Tamboré;BARUERI;São Paulo;"046°49'33,0""O";"23°30'35,0""S";VFR Diurna;11 29;Quadrado;19,5m x 19,5m;t;Concreto;11/07/2022;PA2012-1386;https://pergamum.anac.gov.br/arquivos/PA2012-1386.pdf
SWNI;SP0819;Hospital e Maternidade Santa Marina;SÃO PAULO;São Paulo;"046°39'10,0""O";"23°39'25,0""S";VFR Diurna/Noturna;34;Quadrado;20m x 20m;t;Metálico;18/08/2025;PA2015-2202;https://pergamum.anac.gov.br/arquivos/PA2015-2202.pdf
SWNY;SP0820;Fazenda Canaã;LUÍS ANTÔNIO;São Paulo;"047°41'10,0""O";"21°32'04,0""S";VFR Diurna/Noturna;12;Quadrado;21m x 21m;t;Concreto;24/10/2022;PA2014-0703;https://pergamum.anac.gov.br/arquivos/PA2014-0703.pdf
SWOP;SP0821;APTA;SÃO BERNARDO DO CAMPO;São Paulo;"046°35'34,0""O";"23°46'05,0""S";VFR Diurna/Noturna;25;Quadrado;21m x 21m;t;Concreto;29/01/2025;PA2015-0214;https://pergamum.anac.gov.br/arquivos/PA2015-0214.pdf
SWOU;SP0822;Rede Globo 2;SÃO PAULO;São Paulo;"046°41'54,0""O";"23°36'54,0""S";VFR Diurna/Noturna;12;Quadrado;22m x 22m;t;Concreto;09/11/2022;PA2012-2379;https://pergamum.anac.gov.br/arquivos/PA2012-2379.pdf
SWPU;SP0823;Portal dos Lagos;BOITUVA;São Paulo;"047°42'58,8""O";"23°16'43,4""S";VFR Diurna/Noturna;6;Quadrado;13m x 13m;t;Concreto;22/11/2028;PA2018-3456;https://pergamum.anac.gov.br/arquivos/PA2018-3456.pdf
SJBP;SP0600;Atrium VI.com;SÃO PAULO;São Paulo;"046°41'15,2""O";"23°35'43,9""S";VFR Diurna/Noturna;12;Quadrado;21m x 21m;t;Concreto;06/06/2022;PA2013-0803;https://pergamum.anac.gov.br/arquivos/PA2013-0803.pdf
SWQA;SP0824;Bonini;CAMPOS DO JORDÃO;São Paulo;"045°33'35,0""O";"22°43'56,0""S";VFR Diurna/Noturna;6;Quadrado;18m x 18m;2,85t;Concreto;13/10/2021;PA2011-1961;https://pergamum.anac.gov.br/arquivos/PA2011-1961.pdf
SWQV;SP0826;Volkswagen;SÃO BERNARDO DO CAMPO;São Paulo;"046°32'59,0""O";"23°43'46,3""S";VFR Diurna/Noturna;18;Quadrado;20m x 20m;t;Grama;11/09/2024;PA2014-2121;https://pergamum.anac.gov.br/arquivos/PA2014-2121.pdf
SWYI;SP0843;Iporanga;CAMPOS DO JORDÃO;São Paulo;"045°30'45""O";"22°42'12,0""S";VFR Diurna/Noturna;10;Quadrado;24m x 24m;t;Concreto;01/03/2026;PA2018-0923;https://pergamum.anac.gov.br/arquivos/PA2018-0923.pdf
SWYP;CE0075;Platinum Corporate;FORTALEZA;Ceará;"038°30'34,0""O";"03°43'59,0""S";VFR Diurna/Noturna;13;Quadrado;20m x 20m;t;Concreto;;;
SDSW;RJ0180;Carta Fabril 01;PIRAÍ;Rio de Janeiro;"043°59'33""O";"22°34'56,0""S";VFR Diurna;12;Quadrado;21m x 21m;t;Concreto;;;
SIPM;SC0116;Marrecão;BRUSQUE;Santa Catarina;"048°53'29,0""O";"27°03'59,0""S";VFR Diurna/Noturna;34;Quadrado;18m x 18m;t;Concreto;;;
SWQZ;SP0827;Portofino;CAMPOS DO JORDÃO;São Paulo;"045°36'31,0""O";"22°42'33,0""S";VFR Diurna/Noturna;15 30;Quadrado;24m x 24m;t;Concreto;13/09/2022;PA2012-1814;https://pergamum.anac.gov.br/arquivos/PA2012-1814.pdf
SWRV;SP0828;Rochaverá - Alfa;SÃO PAULO;São Paulo;"046°42'01,8""O";"23°37'21,5""S";VFR Diurna/Noturna;14;Quadrado;21m x 21m;t;Concreto;30/01/2023;PA2015-0377;https://pergamum.anac.gov.br/arquivos/PA2015-0377.pdf
SWSK;SP0829;Akron;SÃO PAULO;São Paulo;"046°36'21,0""O";"23°36'33,0""S";VFR Diurna;7;Quadrado;19,6m x 19,6m;t;Metálico;26/10/2027;PA2017-3477;https://pergamum.anac.gov.br/arquivos/PA2017-3477.pdf
SWTE;SP0831;WEST SIDE;BARUERI;São Paulo;"046°50'58,0""O";"23°30'13,0""S";VFR Diurna/Noturna;11 26;Quadrado;22m x 22m;t;Concreto;01/07/2023;PA2013-1659;https://pergamum.anac.gov.br/arquivos/PA2013-1659.pdf
SWTF;SP0832;Friboi;SÃO PAULO;São Paulo;"046°43'52,0""O";"23°30'49,0""S";VFR Diurna/Noturna;9;Quadrado;24m x 24m;t;Metálico;23/02/2026;PA2016-0358;https://pergamum.anac.gov.br/arquivos/PA2016-0358.pdf
SWUF;SP0833;Cervejaria Petrópolis;BOITUVA;São Paulo;"047°39'39,0""O";"23°15'30,5""S";VFR Diurna/Noturna;22;Quadrado;21m x 21m;t;Concreto;29/05/2023;PA2016-2791;https://pergamum.anac.gov.br/arquivos/PA2016-2791.pdf
SWUP;SP0834;Almenat;EMBU DAS ARTES;São Paulo;"046°52'57""O";"23°38'47,0""S";VFR Diurna;8 17;Quadrado;19,5m x 19,5m;t;Concreto;02/12/2025;PA2015-3190;https://pergamum.anac.gov.br/arquivos/PA2015-3190.pdf
SWUS;SP0835;Cacau Show;ITAPEVI;São Paulo;"046°57'55,5""O";"23°31'06,0""S";VFR Diurna/Noturna;8 23;Quadrado;21m x 21m;t;Concreto;17/10/2022;PA2013-1034;https://pergamum.anac.gov.br/arquivos/PA2013-1034.pdf
SWVD;SP0836;Vila Don Patto;SÃO ROQUE;São Paulo;"047°08'12,0""O";"23°33'47,0""S";VFR Diurna/Noturna;16;Quadrado;19,5m x 19,5m;t;Grama;18/05/2025;PA2015-1179;https://pergamum.anac.gov.br/arquivos/PA2015-1179.pdf
SWVL;SP0837;Volkswagen São Carlos;SÃO CARLOS;São Paulo;"047°52'27,0""O";"22°03'49,0""S";VFR Diurna/Noturna;29;Quadrado;24m x 24m;t;Concreto;11/09/2028;PA2018-2747;https://pergamum.anac.gov.br/arquivos/PA2018-2747.pdf
SWWD;SP0838;Dom Pedro Business Park;ATIBAIA;São Paulo;"046°40'22,0""O";"23°03'02,0""S";VFR Diurna/Noturna;8;Quadrado;26m x 26m;t;Concreto;08/02/2027;PA2017-0205;https://pergamum.anac.gov.br/arquivos/PA2017-0205.pdf
SWWJ;SP0839;Helvétia MF;INDAIATUBA;São Paulo;"047°09'46,0""O";"23°03'43,0""S";VFR Diurna/Noturna;27;Quadrado;18m x 18m;t;Concreto;06/05/2025;PA2015-1050;https://pergamum.anac.gov.br/arquivos/PA2015-1050.pdf
SNSQ;SP0730;Centro Empresarial Nações Unidas-Torre Norte;SÃO PAULO;São Paulo;"046°41'47,0""O";"23°36'37,0""S";VFR Diurna/Noturna;12;Quadrado;19,5m x 19,5m;t;Concreto;29/11/2022;PA2012-2592;https://pergamum.anac.gov.br/arquivos/PA2012-2592.pdf
SWWS;SP0840;Sorocaba Business Park;SOROCABA;São Paulo;"047°23'22,0""O";"23°26'43,0""S";VFR Diurna;11;Quadrado;21m x 21m;4,3t;Concreto;08/09/2021;PA2011-1697;https://pergamum.anac.gov.br/arquivos/PA2011-1697.pdf
SWYF;SP0842;Ambipar;NOVA ODESSA;São Paulo;"047°15'15,0""O";"22°45'35,6""S";VFR Diurna/Noturna;3;Quadrado;22m x 22m;t;Asfalto;28/10/2024;PA2014-2509;https://pergamum.anac.gov.br/arquivos/PA2014-2509.pdf
SWZB;SP0844;Fronteira;ILHABELA;São Paulo;"045°20'53,5""O";"23°46'03,5""S";VFR Diurna/Noturna;7 17;Quadrado;20m x 20m;t;Concreto;28/09/2022;PA2012-1966;https://pergamum.anac.gov.br/arquivos/PA2012-1966.pdf
SSEI;RJ0348;SEC;ANGRA DOS REIS;Rio de Janeiro;"044°12'38,0""O";"23°02'35,0""S";VFR Diurna;34;Quadrado;21,5m x 21,5m;t;Grama;;;
SDHM;MG0303;Hospital Metropolitano de Belo Horizonte;BELO HORIZONTE;Minas Gerais;"044°00'24,0""O";"19°59'08,0""S";VFR Diurna/Noturna;7;Quadrado;19,5m x 19,5m;t;Concreto;;;
SBFS;RJ0028;Farol de São Tomé;CAMPOS DOS GOYTACAZES;Rio de Janeiro;"041°04'11,0""O";"22°01'44,0""S";IFR Diurna;13 31;Retangular;44,4m x 43,4m;15t;Concreto;25/01/2021;PA2015-2270;https://pergamum.anac.gov.br/arquivos/PA2015-2270.pdf
SIIF;CE0076;Carmel Hoteis;SÃO GONÇALO DO AMARANTE;Ceará;"038°54'14,0""O";"03°30'22,0""S";VFR Diurna/Noturna;11;Quadrado;20m x 20m;t;Concreto;;;
SIBF;MG0306;Haras Neves;PEDRO LEOPOLDO;Minas Gerais;"044°08'56,0""O";"19°38'58,0""S";VFR Diurna/Noturna;5;Quadrado;20m x 20m;t;Grama;;;
SNVG;SP0858;GL Freire;CAMPINAS;São Paulo;"047°00'25,9""O";"22°54'57,7""S";VFR Diurna/Noturna;9;Quadrado;20m x 20m;t;Concreto;;;
SNSZ;SP1222;Miss Silvia Morizono;SÃO PAULO;São Paulo;"046°40'52,0""O";"23°35'32,0""S";VFR Diurna/Noturna;30;Quadrado;22,5m x 22,5m;t;Concreto;;;
SIFL;SC0049;FIESC;FLORIANÓPOLIS;Santa Catarina;"048°29'37,0""O";"27°35'31,0""S";VFR Diurna;14;Quadrado;24m x 24m;t;Concreto;;;
SJCV;MG0240;Roots;CAMANDUCAIA;Minas Gerais;"046°02'12,0""O";"22°51'54,0""S";VFR Diurna/Noturna;11;Quadrado;18m x 18m;t;Concreto;10/04/2024;PA2019-370;https://pergamum.anac.gov.br/arquivos/PA2019-370.pdf
SWQB;SP0825;Hahn;PIRACAIA;São Paulo;"046°23'27,0""O";"22°58'30,0""S";VFR Diurna/Noturna;24;Quadrado;23m x 23m;t;Concreto;01/08/2023;PA2013-1961;https://pergamum.anac.gov.br/arquivos/PA2013-1961.pdf
SIAH;CE0031;Haras RM;AQUIRAZ;Ceará;"038°26'05,0""O";"03°54'47,0""S";VFR Diurna/Noturna;27;Quadrado;21m x 21m;t;Concreto;20/02/2025;PA2015-0437;https://pergamum.anac.gov.br/arquivos/PA2015-0437.pdf
SIJB;TO0052;JK Business Center;PALMAS;Tocantins;"048°20'15,4""O";"10°11'06,1""S";VFR Diurna/Noturna;11 29;Retangular;18m x 19m;t;Concreto;15/06/2026;PA2016-1478;https://pergamum.anac.gov.br/arquivos/PA2016-1478.pdf
SDSZ;SP0421;Banco Safra;SÃO PAULO;São Paulo;"046°39'35,0""O";"23°33'29,0""S";VFR Diurna/Noturna;20;Quadrado;24m x 24m;t;Metálico;10/12/2029;PA2019-3703;https://pergamum.anac.gov.br/arquivos/PA2019-3703.pdf
