Última atualização: 11/09/2020;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Código OACI;CIAD;Nome;Município;UF;Longitude;Latitude;Operação;Rampa de Aproximação;Formato da Área de Pouso;Dimensões;Resistência;Superfície;Validade do Registro;Portaria de Registro;Link
SIBT;SP0471;Transportadora Americana II;AMERICANA;São Paulo;"047°17'10,2""O";"22°43'56,1""S";VFR Diurna/Noturna;15;Quadrado;20m x 20m;t;Grama;22/11/2023;PA2013-3000;https://pergamum.anac.gov.br/arquivos/PA2013-3000.pdf
SDGD;SP0333;Eucatex-Botucatú;BOTUCATU;São Paulo;"048°34'04,0""O";"22°59'39,0""S";VFR Diurna/Noturna;31;Quadrado;24m x 24m;t;Concreto;17/01/2023;PA2013-0136;https://pergamum.anac.gov.br/arquivos/PA2013-0136.pdf
SDUZ;SP0433;Fazenda Fortaleza;TAUBATÉ;São Paulo;"045°28'16,0""O";"23°10'43,0""S";VFR Diurna;17;Quadrado;20m x 20m;t;Concreto;18/08/2025;PA2015-2203;https://pergamum.anac.gov.br/arquivos/PA2015-2203.pdf
SJQM;MA0064;Fazenda Valor;IGARAPÉ DO MEIO;Maranhão;"045°12'10,0""O";"03°39'03,0""S";VFR Diurna;9;Quadrado;18m x 18m;t;Grama;26/07/2022;PA2018-3292;https://pergamum.anac.gov.br/arquivos/PA2018-3292.pdf
SDZT;SP0461;Pravda;BARUERI;São Paulo;"046°50'46,6""O";"23°29'50,2""S";VFR Diurna/Noturna;10;Quadrado;13m x 13m;t;Concreto;04/03/2023;PA2018-3317;https://pergamum.anac.gov.br/arquivos/PA2018-3317.pdf
SICX;BA0192;Edifício Salvador Trade Center;SALVADOR;Bahia;"038°27'13,0""O";"12°59'02,0""S";VFR Diurna/Noturna;22 31;Quadrado;19,5m x 19,5m;t;Concreto;20/07/2022;PA2012-1458;https://pergamum.anac.gov.br/arquivos/PA2012-1458.pdf
SNHT;MG0254;Togni;POÇOS DE CALDAS;Minas Gerais;"046°35'46,0""O";"21°46'49,0""S";VFR Diurna;4 14;Quadrado;18m x 18m;,62t;Grama;03/09/2020;PA2010-1457;https://pergamum.anac.gov.br/arquivos/PA2010-1457.pdf
SNTN;SP0732;Gama;BARUERI;São Paulo;"046°51'21,0""O";"23°29'05,0""S";VFR Diurna/Noturna;7 25;Quadrado;18m x 18m;1,71t;Concreto;24/01/2021;PA2011-0121;https://pergamum.anac.gov.br/arquivos/PA2011-0121.pdf
SIBM;SP0468;Hangar ABC;SÃO CAETANO DO SUL;São Paulo;"046°34'49,0""O";"23°37'01,0""S";VFR Diurna/Noturna;1;Quadrado;21m x 21m;2,25t;Concreto;08/11/2020;PA2010-1962;https://pergamum.anac.gov.br/arquivos/PA2010-1962.pdf
SJSW;SP0659;Colinas Shopping;SÃO JOSÉ DOS CAMPOS;São Paulo;"045°54'28,8""O";"23°12'18,6""S";VFR Diurna/Noturna;16 34;Quadrado;21m x 21m;t;Concreto;16/09/2026;PA2019-2032;https://pergamum.anac.gov.br/arquivos/PA2019-2032.pdf
SNQH;SP0723;Wheaton;SÃO BERNARDO DO CAMPO;São Paulo;"046°34'01,6""O";"23°42'54,6""S";VFR Diurna/Noturna;21;Quadrado;26m x 26m;t;Concreto;02/05/2029;PA2019-1226;https://pergamum.anac.gov.br/arquivos/PA2019-1226.pdf
SNWA;SC0084;Albor;ARAQUARI;Santa Catarina;"048°41'59,0""O";"26°33'32,0""S";VFR Diurna/Noturna;25;Quadrado;20m x 20m;t;Grama;02/07/2028;PA2018-1709;https://pergamum.anac.gov.br/arquivos/PA2018-1709.pdf
SWVT;SC0100;Via Catarina;PALHOÇA;Santa Catarina;"048°40'23,0""O";"27°38'31,0""S";VFR Diurna/Noturna;30;Quadrado;18m x 18m;t;Concreto;02/07/2028;PA2018-1664;https://pergamum.anac.gov.br/arquivos/PA2018-1664.pdf
SJID;SE0007;Fazenda Bonfim;LAGARTO;Sergipe;"037°38'10,0""O";"11°00'52,7""S";VFR Diurna;14;Quadrado;24m x 24m;t;Concreto;;;
SJBV;PR0117;Rio Verde/Mercosul;CAMPO LARGO;Paraná;"049°27'53,0""O";"25°27'27,0""S";VFR Diurna/Noturna;6;Quadrado;24m x 24m;t;Concreto;10/02/2021;PA2013-2690;https://pergamum.anac.gov.br/arquivos/PA2013-2690.pdf
SWGX;MG0310;Fortunas;FORTUNA DE MINAS;Minas Gerais;"044°24'49,0""O";"19°36'53,0""S";VFR Diurna/Noturna;16;Quadrado;21m x 21m;t;Grama;;;
SNBD;PE0063;Brennand;IPOJUCA;Pernambuco;"035°02'23,0""O";"08°34'48,0""S";VFR Diurna/Noturna;4 19;Quadrado;20m x 20m;t;Concreto;;;
SSIX;GO0192;Fazenda Santa Cláudia;MAIRIPOTABA;Goiás;"049°30'32,0""O";"17°10'32,0""S";VFR Diurna/Noturna;30;Quadrado;20m x 20m;t;Grama;;;
SNOD;BA0262;Mucugê Village Resort Hotel;PORTO SEGURO;Bahia;"039°04'19,0""O";"16°30'00,0""S";VFR Diurna/Noturna;32;Quadrado;20m x 20m;t;Grama;;;
SJBD;BA0201;Mundo Plaza;SALVADOR;Bahia;"038°27'39,0""O";"12°58'45,0""S";VFR Diurna/Noturna;7 34;Quadrado;21m x 21m;4,3t;Concreto;;;
SIGZ;SP0498;Represa;SÃO PAULO;São Paulo;"046°41'56,2""O";"23°37'01,6""S";VFR Diurna/Noturna;12 30;Quadrado;18m x 18m;t;Concreto;20/08/2022;PA2013-1023;https://pergamum.anac.gov.br/arquivos/PA2013-1023.pdf
SJXD;MG0245;Escarpas;CAPITÓLIO;Minas Gerais;"046°00'13,0""O";"20°38'25,0""S";VFR Diurna;36;Quadrado;18m x 18m;1,2t;Concreto;27/06/2021;PA2011-1236;https://pergamum.anac.gov.br/arquivos/PA2011-1236.pdf
SJOQ;SP0642;Cristália;ITAPIRA;São Paulo;"046°43'03,12""O";"22°28'04,11""S";VFR Diurna/Noturna;17;Quadrado;20m x 20m;t;Concreto;27/06/2022;PA2012-1278;https://pergamum.anac.gov.br/arquivos/PA2012-1278.pdf
SJDH;RJ0100;Fazenda Mãe d´água;PETRÓPOLIS;Rio de Janeiro;"043°05'12,0""O";"22°25'43,0""S";VFR Diurna/Noturna;10;Quadrado;24m x 24m;4,92t;Grama;27/01/2022;PA2012-0197;https://pergamum.anac.gov.br/arquivos/PA2012-0197.pdf
SSUO;SP0784;Unifly;ARUJÁ;São Paulo;"046°19'50,0""O";"23°24'31,0""S";VFR Diurna/Noturna;34;Quadrado;21m x 21m;t;Concreto;20/09/2021;PA2011-1802;https://pergamum.anac.gov.br/arquivos/PA2011-1802.pdf
SJRE;SP0651;Vila Adail;ELIAS FAUSTO;São Paulo;"047°23'23,0""O";"23°02'59,0""S";VFR Diurna/Noturna;14;Quadrado;24m x 24m;4,25t;Concreto;22/11/2021;PA2011-2261;https://pergamum.anac.gov.br/arquivos/PA2011-2261.pdf
SWSY;SP0830;Fazenda Santa Inês;ESPÍRITO SANTO DO PINHAL;São Paulo;"046°42'55,0""O";"22°10'36,1""S";VFR Diurna/Noturna;15 30;Quadrado;24m x 24m;t;Concreto;15/06/2026;PA2016-1476;https://pergamum.anac.gov.br/arquivos/PA2016-1476.pdf
SNOY;MG0300;Aurora;LEOPOLDINA;Minas Gerais;"042°41'53,0""O";"21°27'39,0""S";VFR Diurna/Noturna;7 25;Quadrado;19,5m x 19,5m;t;Concreto;;;
SDTJ;SP0424;Edifício Atrium  V;SÃO PAULO;São Paulo;"046°41'04,0""O";"23°35'45,0""S";VFR Diurna/Noturna;27 36;Quadrado;21m x 21m;t;Metálico;24/09/2023;PA2013-2472;https://pergamum.anac.gov.br/arquivos/PA2013-2472.pdf
SWLO;SC0098;Hospital São José;JARAGUÁ DO SUL;Santa Catarina;"049°05'02,0""O";"26°29'17,0""S";VFR Diurna/Noturna;4 22;Quadrado;18m x 18m;t;Concreto;10/10/2023;PA2013-2650;https://pergamum.anac.gov.br/arquivos/PA2013-2650.pdf
SNMO;SP0714;Sítio Baronesa;CAMPOS DO JORDÃO;São Paulo;"045°36'57,0""O";"22°43'09,0""S";VFR Diurna/Noturna;21;Quadrado;23m x 23m;t;Concreto;19/07/2027;PA2017-2010;https://pergamum.anac.gov.br/arquivos/PA2017-2010.pdf
SSIK;SP0751;VIVO;SANTANA DE PARNAÍBA;São Paulo;"046°51'28,0""O";"23°27'56,3""S";VFR Diurna/Noturna;20;Quadrado;24m x 24m;t;Concreto;25/01/2022;PA2013-1208;https://pergamum.anac.gov.br/arquivos/PA2013-1208.pdf
SJXH;PE0065;Grupo Petrópolis Itapissuma;ITAPISSUMA;Pernambuco;"034°55'30""O";"07°47'29,0""S";VFR Diurna/Noturna;1;Quadrado;21m x 21m;t;Concreto;;;
SIRU;SP0546;Condomínio Trio Ribeirão;RIBEIRÃO PRETO;São Paulo;"047°48'27,4""O";"21°11'58,9""S";VFR Diurna/Noturna;3 24;Quadrado;18m x 18m;t;Concreto;11/11/2025;PA2015-3002;https://pergamum.anac.gov.br/arquivos/PA2015-3002.pdf
SNTW;ES0026;PeterFrut;VENDA NOVA DO IMIGRANTE;Espírito Santo;"041°04'58,0""O";"20°23'59,0""S";VFR Diurna;3;Quadrado;20m x 20m;t;Concreto;;;
SJWF;RJ0118;Mima;SÃO JOÃO DA BARRA;Rio de Janeiro;"041°01'27,0""O";"21°38'51,0""S";VFR Diurna/Noturna;13;Quadrado;18m x 18m;t;Grama;15/12/2020;PA2019-1366;https://pergamum.anac.gov.br/arquivos/PA2019-1366.pdf
SIHK;SP0500;Hospital Santa Catarina;SÃO PAULO;São Paulo;"046°38'44,0""O";"23°34'08,0""S";VFR Diurna/Noturna;32;Quadrado;19,5m x 19,5m;t;Concreto;06/03/2023;PA2013-1511;https://pergamum.anac.gov.br/arquivos/PA2013-1511.pdf
SJTX;MA0065;Fazenda Nelore;BELA VISTA DO MARANHÃO;Maranhão;"045°16'24,0""O";"03°43'53,0""S";VFR Diurna;33;Quadrado;18m x 18m;2,25t;Grama;12/07/2021;PA2011-1361;https://pergamum.anac.gov.br/arquivos/PA2011-1361.pdf
SJCK;SP0605;Colombo I;SANTA ADÉLIA;São Paulo;"048°48'37,0""O";"21°14'52,0""S";VFR Diurna/Noturna;28;Quadrado;13,5m x 13,5m;t;Concreto;15/08/2023;PA2013-2063;https://pergamum.anac.gov.br/arquivos/PA2013-2063.pdf
SJCL;SP0606;Comando Piloto;SÃO JOSÉ DO RIO PARDO;São Paulo;"046°52'31,0""O";"21°36'59,0""S";VFR Diurna;14 32;Quadrado;21m x 21m;t;Grama;22/12/2027;PA2017-4067;https://pergamum.anac.gov.br/arquivos/PA2017-4067.pdf
SWYD;SP0841;Spazio Faria Lima;SÃO PAULO;São Paulo;"046°40'56,0""O";"23°35'07,0""S";VFR Diurna/Noturna;12 36;Quadrado;24m x 24m;t;Concreto;26/03/2022;PA2012-0541;https://pergamum.anac.gov.br/arquivos/PA2012-0541.pdf
SWKG;RJ0160;Ilha da Gipóia;ANGRA DOS REIS;Rio de Janeiro;"044°20'52,0""O";"23°03'00,0""S";VFR Diurna/Noturna;34;Quadrado;21m x 21m;t;Grama;04/06/2028;PA2018-1613;https://pergamum.anac.gov.br/arquivos/PA2018-1613.pdf
SWMS;SP0817;Monte Sinai III;RIBEIRÃO PRETO;São Paulo;"047°48'02,6""O";"21°10'38,6""S";VFR Diurna/Noturna;3;Quadrado;23m x 23m;t;Metálico;21/09/2022;PA2013-1284;https://pergamum.anac.gov.br/arquivos/PA2013-1284.pdf
SNHB;CE0050;Base de Paracuru;;;"039°00'42,3""O";"03°24'07,6""S";VFR Diurna/Noturna;14;Quadrado;27m x 27m;t;Concreto;28/09/2022;PA2012-1949;https://pergamum.anac.gov.br/arquivos/PA2012-1949.pdf
SIUJ;SP0559;The One Office Tower;SÃO JOSÉ DOS CAMPOS;São Paulo;"045°54'39,0""O";"23°13'13,0""S";VFR Diurna/Noturna;8;Quadrado;21m x 21m;t;Concreto;15/08/2023;PA2013-2064;https://pergamum.anac.gov.br/arquivos/PA2013-2064.pdf
SNIM;SC0077;Pegoraro Joaçaba;JOAÇABA;Santa Catarina;"051°30'59,0""O";"27°10'33,0""S";VFR Diurna;30;Quadrado;19,5m x 19,5m;3,18t;Concreto;26/04/2021;PA2011-0803;https://pergamum.anac.gov.br/arquivos/PA2011-0803.pdf
SJDQ;SP0611;Trade Tower;CAMPINAS;São Paulo;"047°02'49,0""O";"22°53'51,0""S";VFR Diurna/Noturna;27;Quadrado;19,8m x 19,8m;4,9t;Concreto;08/06/2021;PA2011-1130;https://pergamum.anac.gov.br/arquivos/PA2011-1130.pdf
SITD;PA0154;Fundação Santa Casa de Misericórdia do Pará;BELÉM;Pará;"048°28'54,0""O";"01°26'23,0""S";VFR Diurna/Noturna;24;Quadrado;19,65m x 19,65m;t;Concreto;15/08/2023;PA2013-2066;https://pergamum.anac.gov.br/arquivos/PA2013-2066.pdf
SDPG;RJ0052;Palacio Guanabara;RIO DE JANEIRO;Rio de Janeiro;"043°11'16,0""O";"22°56'23,0""S";VFR Diurna/Noturna;2 20;Quadrado;21m x 21m;t;Concreto;10/12/2022;PA2012-2680;https://pergamum.anac.gov.br/arquivos/PA2012-2680.pdf
SDUW;MG0221;Fazenda Sertãozinho;BOTELHOS;Minas Gerais;"046°20'33""O";"21°38'32,0""S";VFR Diurna/Noturna;7;Quadrado;24m x 24m;t;Concreto;31/03/2024;PA2014-0766;https://pergamum.anac.gov.br/arquivos/PA2014-0766.pdf
SNZI;SP0741;Helvétia;INDAIATUBA;São Paulo;"047°09'35,0""O";"23°03'34,0""S";VFR Diurna/Noturna;1 28;Quadrado;19,5m x 19,5m;3,35t;Concreto;05/10/2020;PA2010-1691;https://pergamum.anac.gov.br/arquivos/PA2010-1691.pdf
SSRY;SP0867;Ypê;AMPARO;São Paulo;"046°47'30,6""O";"22°43'14,3""S";VFR Diurna/Noturna;11 29;Quadrado;21m x 21m;t;Concreto;;;
SWTV;RJ0183;On Grace;RIO DE JANEIRO;Rio de Janeiro;"043°22'27,0""O";"22°55'57,0""S";VFR Diurna/Noturna;34;Quadrado;18m x 24m;t;Concreto;;;
SDNU;RJ0049;Ministro Nelson Hungria;RIO DE JANEIRO;Rio de Janeiro;"043°10'23,0""O";"22°54'23,0""S";VFR Diurna;20 35;Quadrado;21m x 21m;t;Concreto;02/12/2020;PA2010-2158;https://pergamum.anac.gov.br/arquivos/PA2010-2158.pdf
SWNX;SP0871;Tek Nações Unidas;SÃO PAULO;São Paulo;"046°42'07,3""O";"23°37'00,7""S";VFR Diurna/Noturna;3 21;Quadrado;19,5m x 19,5m;t;Concreto;;;
SWYB;MG0289;Mina Brucutu;SÃO GONÇALO DO RIO ABAIXO;Minas Gerais;"043°23'43,0""O";"19°52'10,0""S";VFR Diurna/Noturna;34;Quadrado;21,45m x 21,45m;t;Concreto;16/04/2028;PA2018-1089;https://pergamum.anac.gov.br/arquivos/PA2018-1089.pdf
SDEU;SP0320;Empresarial Anhanguera;CAJAMAR;São Paulo;"046°49'54,0""O";"23°23'05,0""S";VFR Diurna;3;Quadrado;18m x 18m;t;Concreto;20/08/2022;PA2012-1666;https://pergamum.anac.gov.br/arquivos/PA2012-1666.pdf
SDSO;RJ0057;Flamingos;ANGRA DOS REIS;Rio de Janeiro;"044°17'24""O";"23°01'22,7""S";VFR Diurna/Noturna;33;Quadrado;21m x 21m;t;Concreto;11/07/2022;PA2012-1393;https://pergamum.anac.gov.br/arquivos/PA2012-1393.pdf
SIES;SP0486;Ciclade;SÃO SEBASTIÃO;São Paulo;"045°38'02,0""O";"23°46'08,0""S";VFR Diurna/Noturna;11;Quadrado;24m x 24m;5,31t;Grama;13/10/2021;PA2011-1962;https://pergamum.anac.gov.br/arquivos/PA2011-1962.pdf
SJPM;RJ0109;Cap. PM Cidimar Antunes de Almeida;;;"043°07'24,0""O";"22°52'00,0""S";VFR Diurna/Noturna;9 18;Quadrado;21m x 21m;t;Concreto;20/02/2023;PA2013-0457;https://pergamum.anac.gov.br/arquivos/PA2013-0457.pdf
SNZJ;SP0742;Edifício América;ARARAQUARA;São Paulo;"048°10'25,0""O";"21°48'18,0""S";VFR Diurna/Noturna;11;Quadrado;18m x 18m;t;Concreto;15/12/2020;PA2018-2913;https://pergamum.anac.gov.br/arquivos/PA2018-2913.pdf
SJIG;SP0624;Edifício Times Square Business;RIBEIRÃO PRETO;São Paulo;"047°48'38,0""O";"21°12'23,0""S";VFR Diurna/Noturna;12;Quadrado;18m x 18m;t;Concreto;18/04/2021;PA2011-0760;https://pergamum.anac.gov.br/arquivos/PA2011-0760.pdf
SSWY;MA0071;Two Towers ;SÃO LUÍS;Maranhão;"044°17'44,0""O";"02°29'22,0""S";VFR Diurna;14;Quadrado;18m x 18m;t;Concreto;18/05/2025;PA2015-1177;https://pergamum.anac.gov.br/arquivos/PA2015-1177.pdf
SIGR;PE0027;Asa Branca;GRAVATÁ;Pernambuco;"035°31'03,0""O";"08°11'27,0""S";VFR Diurna/Noturna;13;Quadrado;20m x 20m;t;Concreto;21/11/2024;PA2014-2745;https://pergamum.anac.gov.br/arquivos/PA2014-2745.pdf
SDIQ;RJ0044;Goettems;ANGRA DOS REIS;Rio de Janeiro;"044°11'42""O";"23°02'53,0""S";VFR Diurna;24 33;Quadrado;19,5m x 19,5m;2,5t;Grama;14/12/2020;PA2010-2277;https://pergamum.anac.gov.br/arquivos/PA2010-2277.pdf
SWMF;SP0816;Higienópolis Medical Center;SÃO PAULO;São Paulo;"046°39'31,0""O";"23°33'00,0""S";VFR Diurna/Noturna;30;Quadrado;19,5m x 19,5m;t;Concreto;20/05/2023;PA2014-1552;https://pergamum.anac.gov.br/arquivos/PA2014-1552.pdf
SJHR;MA0061;Flamboyant;PAÇO DO LUMIAR;Maranhão;"044°08'14,0""O";"02°31'13,0""S";VFR Diurna/Noturna;6;Quadrado;19,5m x 19,5m;t;Concreto;;;
SDCC;SP0303;ThomasiCamargo;SANTA RITA DO PASSA QUATRO;São Paulo;"047°28'54,0""O";"21°42'57,0""S";VFR Diurna/Noturna;30;Quadrado;21m x 21m;t;Concreto;19/08/2021;PA2011-1563;https://pergamum.anac.gov.br/arquivos/PA2011-1563.pdf
SIIY;DF0013;Condomínio Brasil 21;BRASÍLIA;Distrito Federal;"047°53'38,0""O";"15°47'34,0""S";VFR Diurna/Noturna;13 31;Quadrado;19,5m x 19,5m;t;Concreto;27/08/2025;PA2019-3233;https://pergamum.anac.gov.br/arquivos/PA2019-3233.pdf
SIJT;RJ0086;Mima 3;CAMPOS DOS GOYTACAZES;Rio de Janeiro;"041°18'10,0""O";"21°44'59,0""S";VFR Diurna;27;Quadrado;18m x 18m;t;Asfalto;11/07/2022;PA2012-1384;https://pergamum.anac.gov.br/arquivos/PA2012-1384.pdf
SDIJ;PE0022;GRAVATÁ;GRAVATÁ;Pernambuco;"035°30'00""O";"08°11'14,0""S";VFR Diurna/Noturna;12;Quadrado;23m x 23m;3,8t;Concreto;24/11/2021;PA2010-2089;https://pergamum.anac.gov.br/arquivos/PA2010-2089.pdf
SNBK;SP0691;N. S. A.;CAMPOS DO JORDÃO;São Paulo;"045°32'24""O";"22°44'18,0""S";VFR Diurna/Noturna;13;Quadrado;21m x 21m;t;Concreto;08/02/2022;PA2012-0263;https://pergamum.anac.gov.br/arquivos/PA2012-0263.pdf
SNWV;MG0263;Viganó 3;ESMERALDAS;Minas Gerais;"044°23'43,0""O";"19°43'32,0""S";VFR Diurna/Noturna;3 21;Quadrado;19,5m x 19,5m;t;Grama;14/12/2020;PA2010-2280;https://pergamum.anac.gov.br/arquivos/PA2010-2280.pdf
SIZJ;SP0582;Fazenda Santa Zélia;BEBEDOURO;São Paulo;"048°26'50,0""O";"20°58'46,0""S";VFR Diurna/Noturna;4;Quadrado;21m x 21m;t;Concreto;31/07/2025;PA2015-2033;https://pergamum.anac.gov.br/arquivos/PA2015-2033.pdf
SNIQ;MG0255;Morro do Ouro II;PARACATU;Minas Gerais;"046°52'44,3""O";"17°10'39,6""S";VFR Diurna;16 25;Quadrado;18m x 18m;t;Concreto;10/03/2024;PA2014-0528;https://pergamum.anac.gov.br/arquivos/PA2014-0528.pdf
SJKF;SP0631;Lago Azul;ARAÇOIABA DA SERRA;São Paulo;"047°34'57""O";"23°30'32,0""S";VFR Diurna;20;Quadrado;18m x 18m;t;Grama;26/10/2020;PA2018-0865;https://pergamum.anac.gov.br/arquivos/PA2018-0865.pdf
SSAS;RJ0142;Edifício Serrador;RIO DE JANEIRO;Rio de Janeiro;"043°10'34,0""O";"22°54'40,0""S";VFR Diurna/Noturna;36;Quadrado;18m x 18m;2,27t;Concreto;25/01/2022;PA2012-0158;https://pergamum.anac.gov.br/arquivos/PA2012-0158.pdf
SDIK;SP0355;Alpha Business Empresarial;CAMPINAS;São Paulo;"047°02'07,0""O";"22°49'10,0""S";VFR Diurna/Noturna;18;Quadrado;18m x 18m;2t;Concreto;16/09/2021;PA2011-1767;https://pergamum.anac.gov.br/arquivos/PA2011-1767.pdf
SSQW;SP0772;Royal Palm Plaza;CAMPINAS;São Paulo;"047°04'20,0""O";"22°56'10,0""S";VFR Diurna/Noturna;8 26;Quadrado;21m x 21m;t;Metálico;23/05/2022;PA2015-1859;https://pergamum.anac.gov.br/arquivos/PA2015-1859.pdf
SJSL;SP0658;Hospital Sírio Libanês II;SÃO PAULO;São Paulo;"046°39'11,0""O";"23°33'26,0""S";VFR Diurna/Noturna;27;Quadrado;24m x 24m;t;Concreto;20/03/2025;PA2015-0680;https://pergamum.anac.gov.br/arquivos/PA2015-0680.pdf
SWUT;MG0287;Fiat Betim;BETIM;Minas Gerais;"044°06'23,0""O";"19°58'13,0""S";VFR Diurna/Noturna;23;Quadrado;29,25m x 29,25m;t;Concreto;19/09/2022;PA2012-1889;https://pergamum.anac.gov.br/arquivos/PA2012-1889.pdf
SDFQ;RJ0037;Centro Empresarial Botafogo;RIO DE JANEIRO;Rio de Janeiro;"043°10'54,0""O";"22°56'40,0""S";VFR Diurna/Noturna;10 28;Quadrado;21,5m x 21,5m;t;Concreto;19/09/2022;PA2012-1893;https://pergamum.anac.gov.br/arquivos/PA2012-1893.pdf
SNOO;MG0258;EDIFÍCIO THE ONE;BELO HORIZONTE;Minas Gerais;"043°57'25,0""O";"19°56'46,0""S";VFR Diurna/Noturna;31;Quadrado;21m x 21m;t;Concreto;11/02/2025;PA2015-0335;https://pergamum.anac.gov.br/arquivos/PA2015-0335.pdf
SNBV;PE0039;Bela Vista;SANTA CRUZ DO CAPIBARIBE;Pernambuco;"036°13'09,0""O";"07°56'54,0""S";VFR Diurna/Noturna;11;Quadrado;20m x 20m;t;Concreto;24/10/2024;PA2014-2474;https://pergamum.anac.gov.br/arquivos/PA2014-2474.pdf
SIEP;SP0484;Riachuelo/Matriz;SÃO PAULO;São Paulo;"046°38'47,0""O";"23°30'04,0""S";VFR Diurna/Noturna;11;Quadrado;25m x 25m;t;Concreto;07/10/2023;PA2013-2600;https://pergamum.anac.gov.br/arquivos/PA2013-2600.pdf
SNEX;SP0697;Edifício Luxor;SOROCABA;São Paulo;"047°27'48,0""O";"23°31'10,0""S";VFR Diurna/Noturna;27;Quadrado;18m x 18m;t;Concreto;27/03/2028;PA2018-0977;https://pergamum.anac.gov.br/arquivos/PA2018-0977.pdf
SNLP;SP0712;Acapulco;GUARUJÁ;São Paulo;"046°12'05,0""O";"23°57'18,0""S";VFR Diurna/Noturna;24;Quadrado;20m x 20m;t;Concreto;10/10/2023;PA2013-2649;https://pergamum.anac.gov.br/arquivos/PA2013-2649.pdf
SJPD;PE0037;Riacho Verde;BEZERROS;Pernambuco;"035°46'21""O";"08°15'22,0""S";VFR Diurna/Noturna;6 9;Quadrado;22,5m x 22,5m;t;Concreto;26/04/2022;PA2012-0775;https://pergamum.anac.gov.br/arquivos/PA2012-0775.pdf
SWCY;RJ0153;Comary;TERESÓPOLIS;Rio de Janeiro;"042°58'47,7""O";"22°27'05,9""S";VFR Diurna/Noturna;27;Quadrado;18m x 18m;t;Grama;19/09/2022;PA2012-1890;https://pergamum.anac.gov.br/arquivos/PA2012-1890.pdf
SDLF;SP0381;SBT;OSASCO;São Paulo;"046°46'41,0""O";"23°28'36,0""S";VFR Diurna/Noturna;8;Quadrado;24m x 24m;t;Concreto;13/03/2025;PA2019-1530;https://pergamum.anac.gov.br/arquivos/PA2019-1530.pdf
SSZZ;BA0226;SESC;ITAPARICA;Bahia;"038°40'49,0""O";"12°53'00,0""S";VFR Diurna;8;Quadrado;20m x 20m;t;Concreto;13/09/2022;PA2012-1812;https://pergamum.anac.gov.br/arquivos/PA2012-1812.pdf
SWKJ;SP0870;Parklog;MOGI MIRIM;São Paulo;"046°59'55,0""O";"22°32'35,0""S";VFR Diurna/Noturna;4 25;Quadrado;18m x 18m;t;Concreto;;;
SNKG;MG0257;Green Metals;BRUMADINHO;Minas Gerais;"044°08'39,0""O";"20°09'07,0""S";VFR Diurna/Noturna;12;Quadrado;20m x 20m;t;Grama;29/05/2025;PA2015-1295;https://pergamum.anac.gov.br/arquivos/PA2015-1295.pdf
SWSS;RJ0166;Sapucaí;RIO DE JANEIRO;Rio de Janeiro;"043°11'54,0""O";"22°54'35,0""S";VFR Diurna/Noturna;19;Quadrado;21m x 21m;t;Concreto;16/07/2025;PA2015-1850;https://pergamum.anac.gov.br/arquivos/PA2015-1850.pdf
SSIV;MA0069;Delta;SÃO JOSÉ DE RIBAMAR;Maranhão;"044°11'02,0""O";"02°28'40,0""S";VFR Diurna/Noturna;4;Quadrado;18m x 18m;t;Grama;16/07/2025;PA2015-1860;https://pergamum.anac.gov.br/arquivos/PA2015-1860.pdf
SWLG;RJ0162;Palácio Laranjeiras;RIO DE JANEIRO;Rio de Janeiro;"043°11'07,0""O";"22°55'50,6""S";VFR Diurna/Noturna;4;Quadrado;21m x 21m;t;Concreto;20/02/2025;PA2015-0431;https://pergamum.anac.gov.br/arquivos/PA2015-0431.pdf
SJVJ;SP0671;VCP Jacareí;JACAREÍ;São Paulo;"046°01'21""O";"23°22'28,0""S";VFR Diurna;5 30;Quadrado;25,5m x 25,5m;t;Concreto;07/11/2024;PA2014-2629;https://pergamum.anac.gov.br/arquivos/PA2014-2629.pdf
SSQF;BA0221;Frysk ;CONDE;Bahia;"037°38'10,0""O";"11°49'40,0""S";VFR Diurna/Noturna;1 16;Quadrado;19,5m x 19,5m;t;Concreto;06/02/2025;PA2015-0284;https://pergamum.anac.gov.br/arquivos/PA2015-0284.pdf
SIYQ;RJ0094;Centro Empresarial Senado;RIO DE JANEIRO;Rio de Janeiro;"043°11'10,0""O";"22°54'38,0""S";VFR Diurna/Noturna;6;Quadrado;27m x 27m;t;Concreto;19/11/2022;PA2015-0291;https://pergamum.anac.gov.br/arquivos/PA2015-0291.pdf
SNAW;DF0015;SENAI/SESI/CNI;BRASÍLIA;Distrito Federal;"047°52'46,0""O";"15°47'26,0""S";VFR Diurna;4 22;Quadrado;19,5m x 19,5m;t;Concreto;20/02/2025;PA2015-0434;https://pergamum.anac.gov.br/arquivos/PA2015-0434.pdf
SSPK;SP0767;Panco 8;SÃO PAULO;São Paulo;"046°35'07,0""O";"23°25'51,0""S";VFR Diurna;21 36;Quadrado;18m x 18m;t;Concreto;16/09/2024;PA2019-1526;https://pergamum.anac.gov.br/arquivos/PA2019-1526.pdf
SDQS;SP0859;Alpendre Eventos;TAUBATÉ;São Paulo;"045°28'29,6""O";"23°08'14,6""S";VFR Diurna/Noturna;13;Quadrado;18m x 18m;t;Grama;;;
